Sherlock	NP0	sherlock
is	VBZ	be
not	XX0	not
ours	PNP	ours
?	SENT	?
Where	AVQ	where
is	VBZ	be
the	AT0	the
justice	NN1	justice
that	CJT	that
I	PNP	i
should	VM0	should
give	VVI	give
it	PNP	it
up	AVP	up
to	PRP	to
those	DT0	those
who	PNQ	who
have	VHB	have
never	AV0	never
earned	VVN	earn|earned
it	PNP	it
?	SENT	?
Look	VVB	look
how	AVQ	how
I	PNP	i
have	VHB	have
earned	VVN	earn|earned
it	PNP	it
!	SENT	!
Twenty	CRD	twenty
long	AJ0	long
years	NN2	year
in	PRP	in
that	DT0	that
fever-ridden	AJ0	fever-ridden
swamp	NN1	swamp
,	PUN	,
all	DT0	all
day	NN1	day
at	PRP	at
work	NN1	work
under	PRP	under
the	AT0	the
mangrove-tree	NN1	mangrove-tree
,	PUN	,
all	DT0	all
night	NN1	night
chained	VVD	chain
up	AVP	up
in	PRP	in
the	AT0	the
filthy	AJ0	filthy
convict-huts	NN2	convict-huts
,	PUN	,
bitten	VVN	bitten
by	PRP	by
mosquitoes	NN2	mosquitoe
,	PUN	,
racked	VVN	rack
with	PRP	with
ague	NN1	ague
,	PUN	,
bullied	VVN	bully
by	PRP	by
every	AT0	every
cursed	AJ0	cursed|curse
black-faced	AJ0	black-faced
policeman	NN1	policeman
who	PNQ	who
loved	VVD	love|loved
to	TO0	to
take	VVI	take
it	PNP	it
out	AVP	out
of	PRF	of
a	AT0	a
white	AJ0	white
man	NN1	man
.	SENT	.
That	DT0	that
was	VBD	be
how	AVQ	how
I	PNP	i
earned	VVD	earn|earned
the	AT0	the
Agra	NP0	agra
treasure	NN1	treasure
;	PUN	;
and	CJC	and
you	PNP	you
talk	VVB	talk
to	PRP	to
me	PNP	i
of	PRF	of
justice	NN1	justice
because	CJS	because
I	PNP	i
cannot	VVB	cannot
bear	VVB	bear
to	TO0	to
feel	VVI	feel
that	CJT	that
I	PNP	i
have	VHB	have
paid	VVN	pay|paid
this	DT0	this
price	NN1	price
only	AV0	only
that	CJT	that
another	DT0	another
may	VM0	may
enjoy	VVI	enjoy
it	PNP	it
!	SENT	!
I	PNP	i
would	VM0	would
rather	AV0	rather
swing	VVI	swing
a	AT0	a
score	NN1	score
of	PRF	of
times	NN2	time
,	PUN	,
or	CJC	or
have	VHB	have
one	PNI	one
of	PRF	of
Tonga	NP0	tonga
's	POS	's
darts	NN2	dart
in	PRP	in
my	DPS	i
hide	NN1	hide
,	PUN	,
than	CJS	than
live	AJ0	live
in	PRP	in
a	AT0	a
convict	NN1	convict
's	POS	's
cell	NN1	cell
and	CJC	and
feel	VVB	feel
that	CJT	that
another	DT0	another
man	NN1	man
is	VBZ	be
at	PRP	at
his	DPS	he
ease	NN1	ease
in	PRP	in
a	AT0	a
palace	NN1	palace
with	PRP	with
the	AT0	the
money	NN1	money
that	CJT	that
should	VM0	should
be	VBI	be
mine	PNP	mine
.	SENT	.
""""	PUQ	""""
Small	NP0	small
had	VHD	have
dropped	VVN	drop
his	DPS	he
mask	NN1	mask
of	PRF	of
stoicism	NN1	stoicism
,	PUN	,
and	CJC	and
all	DT0	all
this	DT0	this
came	VVD	come
out	AVP	out
in	PRP	in
a	AT0	a
wild	AJ0	wild
whirl	NN1	whirl
of	PRF	of
words	NN2	word
,	PUN	,
while	CJS	while
his	DPS	he
eyes	NN2	eye
blazed	VVD	blaze
,	PUN	,
and	CJC	and
the	AT0	the
handcuffs	NN2	handcuff
clanked	VVD	clank
together	AV0	together
with	PRP	with
the	AT0	the
impassioned	AJ0	impassioned
movement	NN1	movement
of	PRF	of
his	DPS	he
hands	NN2	hand
.	SENT	.
I	PNP	i
could	VM0	could
understand	VVI	understand
,	PUN	,
as	CJS	as
I	PNP	i
saw	VVD	see
the	AT0	the
fury	NN1	fury
and	CJC	and
the	AT0	the
passion	NN1	passion
of	PRF	of
the	AT0	the
man	NN1	man
,	PUN	,
that	CJT	that
it	PNP	it
was	VBD	be
no	AV0	no
groundless	AJ0	groundless
or	CJC	or
unnatural	AJ0	unnatural
terror	NN1	terror
which	DTQ	which
had	VHD	have
possessed	VVN	possess
Major	NP0	major
Sholto	NP0	sholto
when	CJS	when
he	PNP	he
first	ORD	first
learned	VVD	learn|learned
that	CJT	that
the	AT0	the
injured	AJ0	injured|injure
convict	NN1	convict
was	VBD	be
upon	PRP	upon
his	DPS	he
track	NN1	track
.	SENT	.
""""	PUQ	""""
You	PNP	you
forget	VVB	forget
that	CJT	that
we	PNP	we
know	VVB	know
nothing	PNI	nothing
of	PRF	of
all	DT0	all
this	DT0	this
,	PUN	,
""""	PUQ	""""
said	VVD	say|said
Holmes	NP0	holmes
quietly	AV0	quietly
.	SENT	.
""""	PUQ	""""
We	PNP	we
have	VHB	have
not	XX0	not
heard	VVN	hear
your	DPS	you
story	NN1	story
,	PUN	,
and	CJC	and
we	PNP	we
cannot	VVB	cannot
tell	VVB	tell
how	AVQ	how
far	AJ0	far
justice	NN1	justice
may	VM0	may
originally	AV0	originally
have	VHI	have
been	VBN	be
on	PRP	on
your	DPS	you
side	NN1	side
.	SENT	.
""""	PUQ	""""
""""	PUQ	""""
Well	AV0	well
,	PUN	,
sir	NN1	sir
,	PUN	,
you	PNP	you
have	VHB	have
been	VBN	be
very	AV0	very
fair-spoken	AJ0	fair-spoken
to	PRP	to
me	PNP	i
,	PUN	,
though	CJS	though
I	PNP	i
can	VM0	can
see	VVI	see
that	CJT	that
I	PNP	i
have	VHB	have
you	PNP	you
to	TO0	to
thank	VVI	thank
that	CJT	that
I	PNP	i
have	VHB	have
these	DT0	these
bracelets	NN2	bracelet
upon	PRP	upon
my	DPS	i
wrists	NN2	wrist
.	SENT	.
Still	AV0	still
,	PUN	,
I	PNP	i
bear	VVB	bear
no	AT0	no
grudge	NN1	grudge
for	PRP	for
that	DT0	that
.	SENT	.
It	PNP	it
is	VBZ	be
all	AV0	all
fair	AJ0	fair
and	CJC	and
above-board	AJ0	above-board
.	SENT	.
If	CJS	if
you	PNP	you
want	VVB	want
to	TO0	to
hear	VVI	hear
my	DPS	i
story	NN1	story
I	PNP	i
have	VHB	have
no	AT0	no
wish	NN1	wish
to	TO0	to
hold	VVI	hold
it	PNP	it
back	AVP	back
.	SENT	.
What	DTQ	what
I	PNP	i
say	VVB	say
to	PRP	to
you	PNP	you
is	VBZ	be
God	NP0	god
's	POS	's
truth	NN1	truth
,	PUN	,
every	AT0	every
word	NN1	word
of	PRF	of
it	PNP	it
.	SENT	.
Thank	VVB	thank
you	PNP	you
;	PUN	;
you	PNP	you
can	VM0	can
put	VVI	put
the	AT0	the
glass	NN1	glass
beside	PRP	beside
me	PNP	i
here	AV0	here
,	PUN	,
and	CJC	and
I	PNP	i
'll	VM0	will
put	VVI	put
my	DPS	i
lips	NN2	lip
to	PRP	to
it	PNP	it
if	CJS	if
I	PNP	i
am	VBB	be
dry	AJ0	dry
.	SENT	.
""""	PUQ	""""
I	PNP	i
am	VBB	be
a	AT0	a
Worcestershire	NP0	worcestershire
man	NN1	man
myself	PNX	myself
,	PUN	,
---	NN1	---
born	VVN	bear|born
near	PRP	near
Pershore	NP0	pershore
.	SENT	.
I	PNP	i
dare	VM0	dare
say	VVI	say
you	PNP	you
would	VM0	would
find	VVI	find
a	AT0	a
heap	NN1	heap
of	PRF	of
Smalls	NN2	small
living	VVG	live|living
there	AV0	there
now	AV0	now
if	CJS	if
you	PNP	you
were	VBD	be
to	TO0	to
look	VVI	look
.	SENT	.
I	PNP	i
have	VHB	have
often	AV0	often
thought	VVN	think
of	PRF	of
taking	VVG	take|taking
a	AT0	a
look	NN1	look
round	AVP	round
there	AV0	there
,	PUN	,
but	CJC	but
the	AT0	the
truth	NN1	truth
is	VBZ	be
that	CJT	that
I	PNP	i
was	VBD	be
never	AV0	never
much	DT0	much
of	PRF	of
a	AT0	a
credit	NN1	credit
to	PRP	to
the	AT0	the
family	NN1	family
,	PUN	,
and	CJC	and
I	PNP	i
doubt	VVB	doubt
if	CJS	if
they	PNP	they
would	VM0	would
be	VBI	be
so	AV0	so
very	AV0	very
glad	AJ0	glad
to	TO0	to
see	VVI	see
me	PNP	i
.	SENT	.
They	PNP	they
were	VBD	be
all	AV0	all
steady	AJ0	steady
,	PUN	,
chapel-going	AJ0	chapel-going
folk	NN0	folk
,	PUN	,
small	AJ0	small
farmers	NN2	farmer
,	PUN	,
well	AV0	well
known	VVN	know|known
and	CJC	and
respected	VVN	respect|respected
over	PRP	over
the	AT0	the
country-side	NN1	country-side
,	PUN	,
while	CJS	while
I	PNP	i
was	VBD	be
always	AV0	always
a	AT0	a
bit	NN1	bit
of	PRF	of
a	AT0	a
rover	NN1	rover
.	SENT	.
At	PRP	at
last	ORD	last
,	PUN	,
however	AV0	however
,	PUN	,
when	CJS	when
I	PNP	i
was	VBD	be
about	PRP	about
eighteen	CRD	eighteen
,	PUN	,
I	PNP	i
gave	VVD	give
them	PNP	they
no	AT0	no
more	DT0	more
trouble	NN1	trouble
,	PUN	,
for	CJS	for
I	PNP	i
got	VVD	get
into	PRP	into
a	AT0	a
mess	NN1	mess
over	PRP	over
a	AT0	a
girl	NN1	girl
,	PUN	,
and	CJC	and
could	VM0	could
only	AV0	only
get	VVI	get
out	AVP	out
of	PRF	of
it	PNP	it
again	AV0	again
by	PRP	by
taking	VVG	take|taking
the	AT0	the
queen	NN1	queen
's	POS	's
shilling	NN1	shilling
and	CJC	and
joining	VVG	join|joining
the	AT0	the
3d	NN0	3d
Buffs	NN2	buff
,	PUN	,
which	DTQ	which
was	VBD	be
just	AV0	just
starting	VVG	start|starting
for	PRP	for
India	NP0	india
.	SENT	.
""""	PUQ	""""
I	PNP	i
was	VBD	be
n't	XX0	not
destined	VVN	destine
to	TO0	to
do	VDI	do
much	DT0	much
soldiering	NN1	soldier|soldiering
,	PUN	,
however	AV0	however
.	SENT	.
I	PNP	i
had	VHD	have
just	AV0	just
got	VVN	get
past	PRP	past
the	AT0	the
goose-step	NN1	goose-step
,	PUN	,
and	CJC	and
learned	VVD	learn|learned
to	TO0	to
handle	VVI	handle
my	DPS	i
musket	NN1	musket
,	PUN	,
when	CJS	when
I	PNP	i
was	VBD	be
fool	AJ0	fool
enough	AV0	enough
to	TO0	to
go	VVI	go
swimming	NN1	swimming|swim
in	PRP	in
the	AT0	the
Ganges	NP0	ganges
.	SENT	.
Luckily	AV0	luckily
for	PRP	for
me	PNP	i
,	PUN	,
my	DPS	i
company	NN1	company
sergeant	NN1	sergeant
,	PUN	,
John	NP0	john
Holder	NN1	holder
,	PUN	,
was	VBD	be
in	PRP	in
the	AT0	the
water	NN1	water
at	PRP	at
the	AT0	the
same	DT0	same
time	NN1	time
,	PUN	,
and	CJC	and
he	PNP	he
was	VBD	be
one	CRD	one
of	PRF	of
the	AT0	the
finest	AJS	fine
swimmers	NN2	swimmer
in	PRP	in
the	AT0	the
service	NN1	service
.	SENT	.
A	AT0	a
crocodile	NN1	crocodile
took	VVD	take
me	PNP	i
,	PUN	,
just	AV0	just
as	CJS	as
I	PNP	i
was	VBD	be
half-way	AV0	half-way
across	AV0	across
,	PUN	,
and	CJC	and
nipped	VVD	nip|nipped
off	AVP	off
my	DPS	i
right	AJ0	right
leg	NN1	leg
as	CJS	as
clean	AJ0	clean
as	CJS	as
a	AT0	a
surgeon	NN1	surgeon
could	VM0	could
have	VHI	have
done	VDN	do
it	PNP	it
,	PUN	,
just	AV0	just
above	PRP	above
the	AT0	the
knee	NN1	knee
.	SENT	.
What	DTQ	what
with	PRP	with
the	AT0	the
shock	NN1	shock
and	CJC	and
the	AT0	the
loss	NN1	loss
of	PRF	of
blood	NN1	blood
,	PUN	,
I	PNP	i
fainted	VVD	faint|fainted
,	PUN	,
and	CJC	and
should	VM0	should
have	VHI	have
drowned	VVN	drown|drowned
if	CJS	if
Holder	NN1	holder
had	VHD	have
not	XX0	not
caught	VVN	catch
hold	NN1	hold
of	PRF	of
me	PNP	i
and	CJC	and
paddled	VVD	paddle
for	PRP	for
the	AT0	the
bank	NN1	bank
.	SENT	.
I	PNP	i
was	VBD	be
five	CRD	five
months	NN2	month
in	PRP	in
hospital	NN1	hospital
over	PRP	over
it	PNP	it
,	PUN	,
and	CJC	and
when	CJS	when
at	PRP	at
last	ORD	last
I	PNP	i
was	VBD	be
able	AJ0	able
to	TO0	to
limp	VVI	limp
out	AVP	out
of	PRF	of
it	PNP	it
with	PRP	with
this	DT0	this
timber	NN1	timber
toe	NN1	toe
strapped	VVN	strap|strapped
to	PRP	to
my	DPS	i
stump	NN1	stump
I	PNP	i
found	VVD	find
myself	PNX	myself
invalided	VVN	invalide
out	AVP	out
of	PRF	of
the	AT0	the
army	NN1	army
and	CJC	and
unfitted	AJ0	unfitted
for	PRP	for
any	DT0	any
active	AJ0	active
occupation	NN1	occupation
.	SENT	.
""""	PUQ	""""
I	PNP	i
was	VBD	be
,	PUN	,
as	CJS	as
you	PNP	you
can	VM0	can
imagine	VVI	imagine
,	PUN	,
pretty	AV0	pretty
down	AVP	down
on	PRP	on
my	DPS	i
luck	NN1	luck
at	PRP	at
this	DT0	this
time	NN1	time
,	PUN	,
for	CJS	for
I	PNP	i
was	VBD	be
a	AT0	a
useless	AJ0	useless
cripple	NN1	cripple
though	CJS	though
not	XX0	not
yet	AV0	yet
in	PRP	in
my	DPS	i
twentieth	ORD	twentieth
year	NN1	year
.	SENT	.
However	AV0	however
,	PUN	,
my	DPS	i
misfortune	NN1	misfortune
soon	AV0	soon
proved	VVD	prove
to	TO0	to
be	VBI	be
a	AT0	a
blessing	NN1	blessing|bless
in	PRP	in
disguise	NN1	disguise
.	SENT	.
A	AT0	a
man	NN1	man
named	VVD	name|named
Abelwhite	NP0	Abelwhite
,	PUN	,
who	PNQ	who
had	VHD	have
come	VVN	come
out	AVP	out
there	AV0	there
as	PRP	as
an	AT0	an
indigo-planter	NN1	indigo-planter
,	PUN	,
wanted	VVD	want|wanted
an	AT0	an
overseer	NN1	overseer
to	TO0	to
look	VVI	look
after	PRP	after
his	DPS	he
coolies	NN2	coolie
and	CJC	and
keep	VVB	keep
them	PNP	they
up	AVP	up
to	PRP	to
their	DPS	they
work	NN1	work
.	SENT	.
He	PNP	he
happened	VVD	happen
to	TO0	to
be	VBI	be
a	AT0	a
friend	NN1	friend
of	PRF	of
our	DPS	we
colonel	NN1	colonel
's	VBZ	be
,	PUN	,
who	PNQ	who
had	VHD	have
taken	VVN	take|taken
an	AT0	an
interest	NN1	interest
in	PRP	in
me	PNP	i
since	PRP	since
the	AT0	the
accident	NN1	accident
.	SENT	.
To	TO0	to
make	VVI	make
a	AT0	a
long	AJ0	long
story	NN1	story
short	AJ0	short
,	PUN	,
the	AT0	the
colonel	NN1	colonel
recommended	VVD	recommend|recommended
me	PNP	i
strongly	AV0	strongly
for	PRP	for
the	AT0	the
post	NN1	post
and	CJC	and
,	PUN	,
as	CJS	as
the	AT0	the
work	NN1	work
was	VBD	be
mostly	AV0	mostly
to	TO0	to
be	VBI	be
done	VDN	do
on	PRP	on
horseback	NN1	horseback
,	PUN	,
my	DPS	i
leg	NN1	leg
was	VBD	be
no	AT0	no
great	AJ0	great
obstacle	NN1	obstacle
,	PUN	,
for	CJS	for
I	PNP	i
had	VHD	have
enough	DT0	enough
knee	NN1	knee
left	VVD	leave|left
to	TO0	to
keep	VVI	keep
good	AJ0	good
grip	NN1	grip
on	PRP	on
the	AT0	the
saddle	NN1	saddle
.	SENT	.
What	DTQ	what
I	PNP	i
had	VHD	have
to	TO0	to
do	VDI	do
was	VBD	be
to	TO0	to
ride	VVI	ride
over	AVP	over
the	AT0	the
plantation	NN1	plantation
,	PUN	,
to	TO0	to
keep	VVI	keep
an	AT0	an
eye	NN1	eye
on	PRP	on
the	AT0	the
men	NN2	man
as	CJS	as
they	PNP	they
worked	VVD	work|worked
,	PUN	,
and	CJC	and
to	TO0	to
report	VVI	report
the	AT0	the
idlers	NN2	idler
.	SENT	.
The	AT0	the
pay	NN1	pay
was	VBD	be
fair	AJ0	fair
,	PUN	,
I	PNP	i
had	VHD	have
comfortable	AJ0	comfortable
quarters	NN2	quarter
,	PUN	,
and	CJC	and
altogether	AV0	altogether
I	PNP	i
was	VBD	be
content	AJ0	content
to	TO0	to
spend	VVI	spend
the	AT0	the
remainder	NN1	remainder
of	PRF	of
my	DPS	i
life	NN1	life
in	PRP	in
indigo-planting	NN1	indigo-planting
.	SENT	.
Mr.	NP0	mr.
Abelwhite	NP0	Abelwhite
was	VBD	be
a	AT0	a
kind	NN1	kind
man	NN1	man
,	PUN	,
and	CJC	and
he	PNP	he
would	VM0	would
often	AV0	often
drop	VVI	drop
into	PRP	into
my	DPS	i
little	AJ0	little
shanty	NN1	shanty
and	CJC	and
smoke	VVB	smoke
a	AT0	a
pipe	NN1	pipe
with	PRP	with
me	PNP	i
,	PUN	,
for	PRP	for
white	AJ0	white
folk	NN0	folk
out	AVP	out
there	AV0	there
feel	VVB	feel
their	DPS	they
hearts	NN2	heart
warm	AJ0	warm
to	PRP	to
each	DT0	each
other	NN1	other
as	CJS	as
they	PNP	they
never	AV0	never
do	VDB	do
here	AV0	here
at	PRP	at
home	NN1	home
.	SENT	.
""""	PUQ	""""
Well	AV0	well
,	PUN	,
I	PNP	i
was	VBD	be
never	AV0	never
in	PRP	in
luck	NN1	luck
's	POS	's
way	NN1	way
long	AV0	long
.	SENT	.
Suddenly	AV0	suddenly
,	PUN	,
without	PRP	without
a	AT0	a
note	NN1	note
of	PRF	of
warning	NN1	warning|warn
,	PUN	,
the	AT0	the
great	AJ0	great
mutiny	NN1	mutiny
broke	VVD	break|broke
upon	PRP	upon
us	PNP	we
.	SENT	.
One	CRD	one
month	NN1	month
India	NP0	india
lay	VVD	lie|lay
as	PRP	as
still	AJ0	still
and	CJC	and
peaceful	AJ0	peaceful
,	PUN	,
to	PRP	to
all	DT0	all
appearance	NN1	appearance
,	PUN	,
as	CJS	as
Surrey	NP0	surrey
or	CJC	or
Kent	NP0	kent
;	PUN	;
the	AT0	the
next	ORD	next
there	EX0	there
were	VBD	be
two	CRD	two
hundred	CRD	hundred
thousand	CRD	thousand
black	AJ0	black
devils	NN2	devil
let	VVB	let
loose	AJ0	loose
,	PUN	,
and	CJC	and
the	AT0	the
country	NN1	country
was	VBD	be
a	AT0	a
perfect	AJ0	perfect
hell	NN1	hell
.	SENT	.
Of	PRF	of
course	NN1	course
you	PNP	you
know	VVB	know
all	DT0	all
about	PRP	about
it	PNP	it
,	PUN	,
gentlemen	NN2	gentleman
,	PUN	,
---	AJ0	---
a	AT0	a
deal	NN1	deal
more	AV0	more
than	CJS	than
I	PNP	i
do	VDB	do
,	PUN	,
very	AV0	very
like	AV0	like
,	PUN	,
since	CJS	since
reading	NN1	reading|read
is	VBZ	be
not	XX0	not
in	PRP	in
my	DPS	i
line	NN1	line
.	SENT	.
I	PNP	i
only	AV0	only
know	VVB	know
what	DTQ	what
I	PNP	i
saw	VVD	see
with	PRP	with
my	DPS	i
own	DT0	own
eyes	NN2	eye
.	SENT	.
Our	DPS	we
plantation	NN1	plantation
was	VBD	be
at	PRP	at
a	AT0	a
place	NN1	place
called	VVD	call|called
Muttra	NP0	Muttra
,	PUN	,
near	PRP	near
the	AT0	the
border	NN1	border
of	PRF	of
the	AT0	the
Northwest	NN1	northwest
Provinces	NN2	province
.	SENT	.
Night	NN1	night
after	PRP	after
night	NN1	night
the	AT0	the
whole	AJ0	whole
sky	NN1	sky
was	VBD	be
alight	AJ0	alight
with	PRP	with
the	AT0	the
burning	AJ0	burning|burn
bungalows	NN2	bungalow
,	PUN	,
and	CJC	and
day	NN1	day
after	PRP	after
day	NN1	day
we	PNP	we
had	VHD	have
small	AJ0	small
companies	NN2	company
of	PRF	of
Europeans	NN2	european
passing	VVG	pass|passing
through	PRP	through
our	DPS	we
estate	NN1	estate
with	PRP	with
their	DPS	they
wives	NN2	wife
and	CJC	and
children	NN2	child
,	PUN	,
on	PRP	on
their	DPS	they
way	NN1	way
to	PRP	to
Agra	NP0	agra
,	PUN	,
where	AVQ	where
were	VBD	be
the	AT0	the
nearest	AJS	near
troops	NN2	troop
.	SENT	.
Mr.	NP0	mr.
Abelwhite	NP0	Abelwhite
was	VBD	be
an	AT0	an
obstinate	AJ0	obstinate
man	NN1	man
.	SENT	.
He	PNP	he
had	VHD	have
it	PNP	it
in	PRP	in
his	DPS	he
head	NN1	head
that	CJT	that
the	AT0	the
affair	NN1	affair
had	VHD	have
been	VBN	be
exaggerated	VVN	exaggerate|exaggerated
,	PUN	,
and	CJC	and
that	CJT	that
it	PNP	it
would	VM0	would
blow	VVI	blow
over	AVP	over
as	CJS	as
suddenly	AV0	suddenly
as	CJS	as
it	PNP	it
had	VHD	have
sprung	VVN	spring
up	AVP	up
.	SENT	.
There	AV0	there
he	PNP	he
sat	VVD	sit
on	PRP	on
his	DPS	he
veranda	NN1	veranda
,	PUN	,
drinking	VVG	drinking|drink
whiskey-pegs	NN2	whiskey-pegs
and	CJC	and
smoking	NN1	smoking|smoke
cheroots	NN2	cheroot
,	PUN	,
while	CJS	while
the	AT0	the
country	NN1	country
was	VBD	be
in	PRP	in
a	AT0	a
blaze	NN1	blaze
about	PRP	about
him	PNP	he
.	SENT	.
Of	PRF	of
course	NN1	course
we	PNP	we
stuck	VVD	stick
by	PRP	by
him	PNP	he
,	PUN	,
I	PNP	i
and	CJC	and
Dawson	NP0	dawson
,	PUN	,
who	PNQ	who
,	PUN	,
with	PRP	with
his	DPS	he
wife	NN1	wife
,	PUN	,
used	VVN	use|used
to	TO0	to
do	VDI	do
the	AT0	the
book-work	NN1	book-work
and	CJC	and
the	AT0	the
managing	AJ0	managing|manage
.	SENT	.
Well	AV0	well
,	PUN	,
one	CRD	one
fine	AJ0	fine
day	NN1	day
the	AT0	the
crash	NN1	crash
came	VVD	come
.	SENT	.
I	PNP	i
had	VHD	have
been	VBN	be
away	AV0	away
on	PRP	on
a	AT0	a
distant	AJ0	distant
plantation	NN1	plantation
,	PUN	,
and	CJC	and
was	VBD	be
riding	VVG	ride|riding
slowly	AV0	slowly
home	AV0	home
in	PRP	in
the	AT0	the
evening	NN1	evening
,	PUN	,
when	CJS	when
my	DPS	i
eye	NN1	eye
fell	VVD	fall|fell
upon	PRP	upon
something	PNI	something
all	AV0	all
huddled	VVN	huddle
together	AV0	together
at	PRP	at
the	AT0	the
bottom	NN1	bottom
of	PRF	of
a	AT0	a
steep	AJ0	steep
nullah	NN1	nullah
.	SENT	.
I	PNP	i
rode	VVD	ride
down	AVP	down
to	TO0	to
see	VVI	see
what	DTQ	what
it	PNP	it
was	VBD	be
,	PUN	,
and	CJC	and
the	AT0	the
cold	NN1	cold
struck	VVD	strike
through	PRP	through
my	DPS	i
heart	NN1	heart
when	CJS	when
I	PNP	i
found	VVD	find
it	PNP	it
was	VBD	be
Dawson	NP0	dawson
's	POS	's
wife	NN1	wife
,	PUN	,
all	DT0	all
cut	VVN	cut
into	PRP	into
ribbons	NN2	ribbon
,	PUN	,
and	CJC	and
half	DT0	half
eaten	VVN	eat
by	PRP	by
jackals	NN2	jackal
and	CJC	and
native	AJ0	native
dogs	NN2	dog
.	SENT	.
A	AT0	a
little	AV0	little
further	AJC	far
up	PRP	up
the	AT0	the
road	NN1	road
Dawson	NP0	dawson
himself	PNX	himself
was	VBD	be
lying	VVG	lie|lying
on	PRP	on
his	DPS	he
face	NN1	face
,	PUN	,
quite	AV0	quite
dead	AJ0	dead
,	PUN	,
with	PRP	with
an	AT0	an
empty	AJ0	empty
revolver	NN1	revolver
in	PRP	in
his	DPS	he
hand	NN1	hand
and	CJC	and
four	CRD	four
Sepoys	NN2	sepoy
lying	VVG	lie|lying
across	PRP	across
each	DT0	each
other	NN1	other
in	PRP	in
front	NN1	front
of	PRF	of
him	PNP	he
.	SENT	.
I	PNP	i
reined	VVD	rein
up	AVP	up
my	DPS	i
horse	NN1	horse
,	PUN	,
wondering	VVG	wonder
which	DTQ	which
way	NN1	way
I	PNP	i
should	VM0	should
turn	VVI	turn
,	PUN	,
but	CJC	but
at	PRP	at
that	DT0	that
moment	NN1	moment
I	PNP	i
saw	VVD	see
thick	AJ0	thick
smoke	NN1	smoke
curling	VVG	curl|curling
up	AVP	up
from	PRP	from
Abelwhite	NP0	Abelwhite
's	POS	's
bungalow	NN1	bungalow
and	CJC	and
the	AT0	the
flames	NN2	flame
beginning	VVG	begin|beginning
to	TO0	to
burst	VVI	burst
through	PRP	through
the	AT0	the
roof	NN1	roof
.	SENT	.
I	PNP	i
knew	VVD	know
then	AV0	then
that	CJT	that
I	PNP	i
could	VM0	could
do	VDI	do
my	DPS	i
employer	NN1	employer
no	AT0	no
good	AJ0	good
,	PUN	,
but	CJC	but
would	VM0	would
only	AV0	only
throw	VVI	throw
my	DPS	i
own	DT0	own
life	NN1	life
away	AV0	away
if	CJS	if
I	PNP	i
meddled	VVD	meddle
in	PRP	in
the	AT0	the
matter	NN1	matter
.	SENT	.
From	PRP	from
where	AVQ	where
I	PNP	i
stood	VVD	stand
I	PNP	i
could	VM0	could
see	VVI	see
hundreds	CRD	hundreds
of	PRF	of
the	AT0	the
black	AJ0	black
fiends	NN2	fiend
,	PUN	,
with	PRP	with
their	DPS	they
red	AJ0	red
coats	NN2	coat
still	AV0	still
on	PRP	on
their	DPS	they
backs	NN2	back
,	PUN	,
dancing	VVG	dance|dancing
and	CJC	and
howling	VVG	howl|howling
round	AVP	round
the	AT0	the
burning	AJ0	burning|burn
house	NN1	house
.	SENT	.
Some	DT0	some
of	PRF	of
them	PNP	they
pointed	VVD	point|pointed
at	PRP	at
me	PNP	i
,	PUN	,
and	CJC	and
a	AT0	a
couple	NN1	couple
of	PRF	of
bullets	NN2	bullet
sang	VVD	sing
past	PRP	past
my	DPS	i
head	NN1	head
;	PUN	;
so	CJS	so
I	PNP	i
broke	VVD	break|broke
away	AV0	away
across	PRP	across
the	AT0	the
paddy-fields	NN2	paddy-field
,	PUN	,
and	CJC	and
found	VVD	find
myself	PNX	myself
late	AJ0	late
at	PRP	at
night	NN1	night
safe	AJ0	safe
within	PRP	within
the	AT0	the
walls	NN2	wall
at	PRP	at
Agra	NP0	agra
.	SENT	.
""""	PUQ	""""
As	CJS	as
it	PNP	it
proved	VVD	prove
,	PUN	,
however	AV0	however
,	PUN	,
there	EX0	there
was	VBD	be
no	AT0	no
great	AJ0	great
safety	NN1	safety
there	AV0	there
,	PUN	,
either	AV0	either
.	SENT	.
The	AT0	the
whole	AJ0	whole
country	NN1	country
was	VBD	be
up	AVP	up
like	PRP	like
a	AT0	a
swarm	NN1	swarm
of	PRF	of
bees	NN2	bee
.	SENT	.
Wherever	AVQ	wherever
the	AT0	the
English	NN1	english
could	VM0	could
collect	VVI	collect
in	PRP	in
little	DT0	little
bands	NN2	band
they	PNP	they
held	VVD	hold|held
just	AV0	just
the	AT0	the
ground	NN1	ground
that	CJT	that
their	DPS	they
guns	NN2	gun
commanded	VVD	command
.	SENT	.
Everywhere	AV0	everywhere
else	AV0	else
they	PNP	they
were	VBD	be
helpless	AJ0	helpless
fugitives	NN2	fugitive
.	SENT	.
It	PNP	it
was	VBD	be
a	AT0	a
fight	NN1	fight
of	PRF	of
the	AT0	the
millions	CRD	millions
against	PRP	against
the	AT0	the
hundreds	CRD	hundreds
;	PUN	;
and	CJC	and
the	AT0	the
cruellest	AJS	cruel
part	NN1	part
of	PRF	of
it	PNP	it
was	VBD	be
that	CJT	that
these	DT0	these
men	NN2	man
that	CJT	that
we	PNP	we
fought	VVD	fight
against	PRP	against
,	PUN	,
foot	NN1	foot
,	PUN	,
horse	NN1	horse
,	PUN	,
and	CJC	and
gunners	NN2	gunner
,	PUN	,
were	VBD	be
our	DPS	we
own	DT0	own
